individual,plant,grain,fragment,insect,treatment,site,date,
LLL26,Poaceae,8,1agr,Toxomerus sp.,a,lc,Nov.10,
LLL25,Lythrum sp.,13,1agr,Toxomerus sp.,a,lc,Nov.10,
LLL25,Hirschfeldia incana,1,1agr,Toxomerus sp.,a,lc,Nov.10,
LLL25,Poaceae,6,1agr,Toxomerus sp.,a,lc,Nov.10,
LLL25,Pamphalea bupleurifolia,2,1agr,Toxomerus sp.,a,lc,Nov.10,
LLL20,Lythrum sp.,10,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL20,Poaceae,13,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL20,Sisyrinchium platense,3,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL19,Lythrum sp.,46,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL19,Pamphalea bupleurifolia,5,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL19,Poaceae,12,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL35,Pamphalea bupleurifolia,47,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL35,Aster squamatus,1,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL35,Picrocia longifolia,2,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL35,Alternalthera sp.,16,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL35,Poaceae,8,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL35,Malvaceae,2,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL34,Poaceae,14,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL34,Picrocia longifolia,1,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL34,Grupo Crepis-Hypochoeris,1,2agr,Toxomerus sp.,a,lc,Nov.10,
LLL55,Grupo Eryngium spp.,279,Cl,Allograpta exotica,c,lc,Dic.10,
LLL55,Alternalthera sp.,2,Cl,Allograpta exotica,c,lc,Dic.10,
LLL55,Poaceae,1,Cl,Allograpta exotica,c,lc,Dic.10,
LLL55,Eucaliptus sp.,7,Cl,Allograpta exotica,c,lc,Dic.10,
LLL55,indeterminate,1,Cl,Allograpta exotica,c,lc,Dic.10,
LLL57,Grupo Eryngium spp.,233,Cl,Allograpta exotica,c,lc,Dic.10,
LLL57,Poaceae,1,Cl,Allograpta exotica,c,lc,Dic.10,
LLL14,Cypella herbertii,6512,2agr,Chalepogenus roitmani,a,lc,Nov.10,
LLL14,Lotus tenuis,117,2agr,Chalepogenus roitmani,a,lc,Nov.10,
LLL14,Poaceae,2,2agr,Chalepogenus roitmani,a,lc,Nov.10,
LLL14,Linum usitatissimum,2,2agr,Chalepogenus roitmani,a,lc,Nov.10,
LLL77,Grupo Eryngium spp.,51,2agr,Allograpta exotica,a,lc,Dic.10,
LLL77,Hirschfeldia incana,3,2agr,Allograpta exotica,a,lc,Dic.10,
LLL119,Cypella herbertii,2,1agr,Allograpta exotica,a,lc,Dic.10,
LLL119,Mentha pulegium,2,1agr,Allograpta exotica,a,lc,Dic.10,
LLL119,Poaceae,1,1agr,Allograpta exotica,a,lc,Dic.10,
LLL119,Grupo Eryngium spp.,499,1agr,Allograpta exotica,a,lc,Dic.10,
LLL119,Hirschfeldia incana,1,1agr,Allograpta exotica,a,lc,Dic.10,
LLL102,Hirschfeldia incana,5,Cl,Allograpta exotica,c,lc,Dic.10,
LLL102,Poaceae,5,Cl,Allograpta exotica,c,lc,Dic.10,
LLL102,Grupo Crepis-Hypochoeris,1,Cl,Allograpta exotica,c,lc,Dic.10,
LLL102,Aster squamatus,1,Cl,Allograpta exotica,c,lc,Dic.10,
LLL102,Grupo Eryngium spp.,646,Cl,Allograpta exotica,c,lc,Dic.10,
LLL104,Poaceae,4,Cl,Allograpta exotica,c,lc,Dic.10,
LLL104,Mentha pulegium,3,Cl,Allograpta exotica,c,lc,Dic.10,
LLL104,Grupo Crepis-Hypochoeris,4,Cl,Allograpta exotica,c,lc,Dic.10,
LLL104,Hirschfeldia incana,1,Cl,Allograpta exotica,c,lc,Dic.10,
LLL104,Grupo Eryngium spp.,71,Cl,Allograpta exotica,c,lc,Dic.10,
LLL54,Grupo Eryngium spp.,455,Cl,Allograpta exotica,c,lc,Dic.10,
LLL54,Hirschfeldia incana,3,Cl,Allograpta exotica,c,lc,Dic.10,
LLL54,Grupo Crepis-Hypochoeris,1,Cl,Allograpta exotica,c,lc,Dic.10,
LLL118,Grupo Eryngium spp.,59,1agr,Allograpta exotica,a,lc,Dic.10,
LLL118,Mentha pulegium,724,1agr,Allograpta exotica,a,lc,Dic.10,
LLL118,Cypella herbertii,14,1agr,Allograpta exotica,a,lc,Dic.10,
LLL118,Hirschfeldia incana,1,1agr,Allograpta exotica,a,lc,Dic.10,
LLL118,indeterminate,2,1agr,Allograpta exotica,a,lc,Dic.10,
LLL118,Eucaliptus sp.,2,1agr,Allograpta exotica,a,lc,Dic.10,
LLL79,Grupo Eryngium spp.,370,2agr,Allograpta exotica,a,lc,Dic.10,
LLL79,Eucaliptus sp.,1,2agr,Allograpta exotica,a,lc,Dic.10,
LLL79,Poaceae,8,2agr,Allograpta exotica,a,lc,Dic.10,
LLL79,Grupo Crepis-Hypochoeris,1,2agr,Allograpta exotica,a,lc,Dic.10,
LLL79,Hirschfeldia incana,3,2agr,Allograpta exotica,a,lc,Dic.10,
LLL116,Grupo Eryngium spp.,716,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL116,Poaceae,5,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL116,Mentha pulegium,1,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL116,indeterminate,2,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL115,Grupo Eryngium spp.,1013,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL115,Grupo Crepis-Hypochoeris,3,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL115,Mentha pulegium,1,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL115,Aster squamatus,1,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL115,indeterminate,1,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL115,Hirschfeldia incana,1,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL117,Grupo Crepis-Hypochoeris,154,1agr,Allograpta exotica,a,lc,Dic.10,
LLL117,Grupo Eryngium spp.,274,1agr,Allograpta exotica,a,lc,Dic.10,
LLL117,Aster squamatus,6,1agr,Allograpta exotica,a,lc,Dic.10,
LLL117,Poaceae,2,1agr,Allograpta exotica,a,lc,Dic.10,
LLL117,Eucaliptus sp.,1,1agr,Allograpta exotica,a,lc,Dic.10,
LLL76,Grupo Eryngium spp.,946,2agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL76,Poaceae,13,2agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL76,indeterminate,2,2agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL76,indeterminate,1,2agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL112,Poaceae,12,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL112,Grupo Eryngium spp.,33,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL112,Hirschfeldia incana,4,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL112,indeterminate,1,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL103,Grupo Eryngium spp.,164,Cl,Allograpta exotica,c,lc,Dic.10,
LLL103,Grupo Crepis-Hypochoeris,9,Cl,Allograpta exotica,c,lc,Dic.10,
LLL103,indeterminate,1,Cl,Allograpta exotica,c,lc,Dic.10,
LLL78,Poaceae,10,2agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL78,Grupo Eryngium spp.,441,2agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL78,indeterminate,1,2agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL53,Hirschfeldia incana,5,Cl,Allograpta exotica,c,lc,Dic.10,
LLL53,Poaceae,7,Cl,Allograpta exotica,c,lc,Dic.10,
LLL53,Grupo Eryngium spp.,333,Cl,Allograpta exotica,c,lc,Dic.10,
LLL114,Grupo Eryngium spp.,122,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL114,Poaceae,14,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL114,Hirschfeldia incana,9,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL114,indeterminate,2,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL114,Mentha pulegium,12,1agr,Oxysarcodexia varia,a,lc,Dic.10,
LLL56,Poaceae,4,Cl,Allograpta exotica,c,lc,Dic.10,
LLL56,Pamphalea bupleurifolia,7,Cl,Allograpta exotica,c,lc,Dic.10,
LLL56,Hirschfeldia incana,1,Cl,Allograpta exotica,c,lc,Dic.10,
LLL56,Grupo Eryngium spp.,277,Cl,Allograpta exotica,c,lc,Dic.10,
LLL56,indeterminate,1,Cl,Allograpta exotica,c,lc,Dic.10,
LLL63,Grupo Eryngium spp.,61,1agr,Allograpta exotica,a,lc,Dic.10,
LLL63,Pamphalea bupleurifolia,15,1agr,Allograpta exotica,a,lc,Dic.10,
LLL63,Grupo Crepis-Hypochoeris,8,1agr,Allograpta exotica,a,lc,Dic.10,
LLL63,Cypella herbertii,4,1agr,Allograpta exotica,a,lc,Dic.10,
LLL63,Poaceae,1,1agr,Allograpta exotica,a,lc,Dic.10,
LLL63,Alternalthera sp.,3,1agr,Allograpta exotica,a,lc,Dic.10,
LLL62,Grupo Crepis-Hypochoeris,3,1agr,Chauliognatus scriptus,a,lc,Dic.10,
LLL62,Cypella herbertii,1,1agr,Chauliognatus scriptus,a,lc,Dic.10,
LLL62,Pamphalea bupleurifolia,1,1agr,Chauliognatus scriptus,a,lc,Dic.10,
LLL62,Grupo Eryngium spp.,973,1agr,Chauliognatus scriptus,a,lc,Dic.10,
LLL58,Poaceae,2,Cl,Chauliognatus scriptus,c,lc,Dic.10,
LLL58,Aster squamatus,6,Cl,Chauliognatus scriptus,c,lc,Dic.10,
LLL58,Solanum sp.,4,Cl,Chauliognatus scriptus,c,lc,Dic.10,
LLL58,Grupo Crepis-Hypochoeris,1,Cl,Chauliognatus scriptus,c,lc,Dic.10,
LLL58,Pamphalea bupleurifolia,1,Cl,Chauliognatus scriptus,c,lc,Dic.10,
LLL58,Grupo Eryngium spp.,698,Cl,Chauliognatus scriptus,c,lc,Dic.10,
LLL59,Aster squamatus,2,Cl,Allograpta exotica,c,lc,Dic.10,
LLL59,Pamphalea bupleurifolia,5,Cl,Allograpta exotica,c,lc,Dic.10,
LLL59,Poaceae,2,Cl,Allograpta exotica,c,lc,Dic.10,
LLL59,Hirschfeldia incana,1,Cl,Allograpta exotica,c,lc,Dic.10,
LLL59,Grupo Eryngium spp.,505,Cl,Allograpta exotica,c,lc,Dic.10,
LLL61,Acmella sp.,8,1agr,Tephritidae sp2,a,lc,Dic.10,
LLL61,Poaceae,2,1agr,Tephritidae sp2,a,lc,Dic.10,
LLL120,Grupo Eryngium spp.,1145,1agr,Tiphia sp.,a,lc,Dic.10,
LLL120,Cypella herbertii,1,1agr,Tiphia sp.,a,lc,Dic.10,
LLL120,Poaceae,3,1agr,Tiphia sp.,a,lc,Dic.10,
LLL120,indeterminate,2,1agr,Tiphia sp.,a,lc,Dic.10,
LLL113,Acmella sp.,1,1agr,Chauliognatus scriptus,a,lc,Dic.10,
LLL113,Grupo Crepis-Hypochoeris,1,1agr,Chauliognatus scriptus,a,lc,Dic.10,
LLL113,Poaceae,4,1agr,Chauliognatus scriptus,a,lc,Dic.10,
LLL113,Mentha pulegium,1,1agr,Chauliognatus scriptus,a,lc,Dic.10,
LLL113,Hirschfeldia incana,1,1agr,Chauliognatus scriptus,a,lc,Dic.10,
LLL113,Grupo Eryngium spp.,1069,1agr,Chauliognatus scriptus,a,lc,Dic.10,
LLL100,Grupo Eryngium spp.,1130,Cl,Chauliognatus scriptus,c,lc,Dic.10,
LLL100,Poaceae,2,Cl,Chauliognatus scriptus,c,lc,Dic.10,
LLL101,Grupo Eryngium spp.,5502,Cl,Chauliognatus scriptus,c,lc,Dic.10,
LLL101,Poaceae,4,Cl,Chauliognatus scriptus,c,lc,Dic.10,
LLL204,Grupo Eryngium spp.,227,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL204,Poaceae,1,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL180,Grupo Eryngium spp.,150,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL212,Grupo Eryngium spp.,215,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL212,Hirschfeldia incana,1,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL212,Grupo Baccharis spp.,1,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL212,Nothoscordum euosimum,37,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL215,Grupo Eryngium spp.,195,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL215,Poaceae,1,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL174,Grupo Eryngium spp.,62,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL186,Grupo Eryngium spp.,140,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL186,Conyza sp.,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL186,Mentha pulegium,4,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL181,Grupo Eryngium spp.,23,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL214,Grupo Eryngium spp.,107,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL214,Nothoscordum euosimum,1,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL179,Nothoscordum euosimum,5,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL179,Chenopodeaceae,1,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL179,Grupo Eryngium spp.,396,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL219,Grupo Eryngium spp.,23,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL219,Chenopodeaceae,1,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL219,Poaceae,1,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL219,Nothoscordum euosimum,278,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL166,Chenopodeaceae,2,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL166,Grupo Eryngium spp.,93,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL183,Chenopodeaceae,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL183,Grupo Eryngium spp.,413,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL171,Grupo Eryngium spp.,486,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL211,Lotus tenuis,21,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL211,Grupo Eryngium spp.,4894,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL211,Acmella sp.,78,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL211,Grupo Eryngium spp.,1,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL211,Chenopodeaceae,1,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL182,Nothoscordum euosimum,6,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL182,Grupo Eryngium spp.,358,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL206,Grupo Eryngium spp.,269,2agr,Chauliognatus scriptus,a,lc,Ene.11,
LLL206,Nothoscordum euosimum,5,2agr,Chauliognatus scriptus,a,lc,Ene.11,
LLL218,Nothoscordum euosimum,562,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL218,Lotus tenuis,5,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL218,Grupo Eryngium spp.,52,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL170,Grupo Eryngium spp.,65,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL170,Asteraceae,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL170,indeterminate,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL144,Nothoscordum euosimum,1,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL144,Grupo Eryngium spp.,211,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL146,Grupo Eryngium spp.,29,2agr,Coleoptera sp6,a,lc,Ene.11,
LLL194,Cypella herbertii,1,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL194,indeterminate,1,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL194,Grupo Eryngium spp.,1000,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL194,Poaceae,2,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL194,Nothoscordum euosimum,1,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL163,Pamphalea bupleurifolia,1,1agr,Myzinum sp5,a,lc,Ene.11,
LLL163,Nothoscordum euosimum,2,1agr,Myzinum sp5,a,lc,Ene.11,
LLL163,Asteraceae,1,1agr,Myzinum sp5,a,lc,Ene.11,
LLL163,Grupo Eryngium spp.,31,1agr,Myzinum sp5,a,lc,Ene.11,
LLL178,Asteraceae,1,1agr,Coleoptera sp6,a,lc,Ene.11,
LLL178,Nothoscordum euosimum,2,1agr,Coleoptera sp6,a,lc,Ene.11,
LLL178,Grupo Eryngium spp.,118,1agr,Coleoptera sp6,a,lc,Ene.11,
LLL165,Asteraceae,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL165,indeterminate,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL165,Grupo Eryngium spp.,290,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL202,Nothoscordum euosimum,2202,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL202,Cypella herbertii,690,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL202,Grupo Eryngium spp.,2513,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL202,Hirschfeldia incana,4,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL202,Mentha pulegium,9,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL202,Poaceae,1,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL202,Acmella sp.,1,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL167,Grupo Eryngium spp.,188,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL167,indeterminate,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL142,Grupo Eryngium spp.,133,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL142,Nothoscordum euosimum,2,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL164,Cypella herbertii,2,1agr,Coleoptera sp6,a,lc,Ene.11,
LLL164,Grupo Eryngium spp.,138,1agr,Coleoptera sp6,a,lc,Ene.11,
LLL175,Hirschfeldia incana,118,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL175,Nothoscordum euosimum,1377,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL205,Hirschfeldia incana,1,2agr,Coleoptera sp6,a,lc,Ene.11,
LLL205,Grupo Crepis-Hypochoeris,1,2agr,Coleoptera sp6,a,lc,Ene.11,
LLL205,Chenopodeaceae,1,2agr,Coleoptera sp6,a,lc,Ene.11,
LLL205,Grupo Eryngium spp.,43,2agr,Coleoptera sp6,a,lc,Ene.11,
LLL205,Poaceae,1,2agr,Coleoptera sp6,a,lc,Ene.11,
LLL190,Grupo Eryngium spp.,126,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL190,indeterminate,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL196,Asteraceae,1,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL196,Chenopodeaceae,1,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL196,Poaceae,1,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL196,Grupo Eryngium spp.,354,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL196,Lotus tenuis,25,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL168,Chenopodeaceae,2,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL168,Poaceae,2,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL168,Nothoscordum euosimum,2,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL168,Cypella herbertii,4,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL168,Grupo Baccharis spp.,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL168,Grupo Eryngium spp.,280,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL185,Chenopodeaceae,2,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL185,Nothoscordum euosimum,2,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL185,Grupo Eryngium spp.,587,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL176,Nothoscordum euosimum,2026,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL176,Grupo Eryngium spp.,1,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL176,Hirschfeldia incana,1,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL176,Grupo Carduus-Cirsium,1,1agr,Dialictus sp.1,a,lc,Ene.11,
LLL150,Grupo Eryngium spp.,398,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL140,Nothoscordum euosimum,1,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL140,Grupo Eryngium spp.,172,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL140,indeterminate,2,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL139,Grupo Carduus-Cirsium,1,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL139,Grupo Eryngium spp.,86,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL151,Grupo Eryngium spp.,120,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL149,Grupo Eryngium spp.,46,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL149,Lotus tenuis,2,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL173,Grupo Eryngium spp.,19,1agr,Tricharaea occidua,a,lc,Ene.11,
LLL138,Grupo Eryngium spp.,149,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL138,Hirschfeldia incana,1,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL141,Mentha pulegium,1,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL141,Grupo Eryngium spp.,253,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL152,Grupo Eryngium spp.,159,2agr,Tricharaea occidua,a,lc,Ene.11,
LLL145,Grupo Eryngium spp.,600,2agr,Chauliognatus scriptus,a,lc,Ene.11,
LLL145,Mentha pulegium,2,2agr,Chauliognatus scriptus,a,lc,Ene.11,
LLL135,Grupo Eryngium spp.,242,2agr,Chauliognatus scriptus,a,lc,Ene.11,
LLL135,Asteraceae,1,2agr,Chauliognatus scriptus,a,lc,Ene.11,
LLL188,Poaceae,2,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL188,indeterminate,5,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL188,Grupo Eryngium spp.,457,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL172,Nothoscordum euosimum,6,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL172,Poaceae,2,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL172,Grupo Eryngium spp.,482,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL213,Grupo Carduus-Cirsium,5,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL213,Nothoscordum euosimum,14,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL213,Hirschfeldia incana,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL213,Lotus tenuis,19,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL213,Chenopodeaceae,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL213,Acmella sp.,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL213,Grupo Eryngium spp.,1057,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL137,Mentha pulegium,1,2agr,Coleoptera sp4,a,lc,Ene.11,
LLL137,Grupo Eryngium spp.,67,2agr,Coleoptera sp4,a,lc,Ene.11,
LLL147,Poaceae,1,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL147,Mentha pulegium,1,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL147,Nothoscordum euosimum,2,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL147,Grupo Eryngium spp.,506,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL169,Poaceae,2,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL169,Asteraceae,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL169,Grupo Eryngium spp.,255,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL143,Hirschfeldia incana,1,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL143,Grupo Eryngium spp.,290,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL187,Hirschfeldia incana,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL187,Grupo Carduus-Cirsium,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL187,Grupo Eryngium spp.,104,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL191,Poaceae,2,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL191,Grupo Carduus-Cirsium,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL191,Nothoscordum euosimum,3,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL191,Grupo Eryngium spp.,378,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL184,Nothoscordum euosimum,3,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL184,Mentha pulegium,4,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL184,Grupo Eryngium spp.,199,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL148,Nothoscordum euosimum,7,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL148,Grupo Eryngium spp.,259,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL177,Grupo Eryngium spp.,149,1agr,Coleoptera sp6,a,lc,Ene.11,
LLL136,Nothoscordum euosimum,5,2agr,Chauliognatus scriptus,a,lc,Ene.11,
LLL136,Grupo Eryngium spp.,410,2agr,Chauliognatus scriptus,a,lc,Ene.11,
LLL189,Lotus tenuis,3,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL189,Nothoscordum euosimum,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL189,Hirschfeldia incana,1,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL189,Mentha pulegium,2,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL189,Grupo Eryngium spp.,489,1agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL193,Lotus tenuis,2,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL193,Asteraceae,2,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL193,Chenopodeaceae,2,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL193,Nothoscordum euosimum,3,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL193,Grupo Eryngium spp.,104,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL195,Lotus tenuis,1,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL195,Poaceae,3,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL195,Nothoscordum euosimum,2,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL195,Grupo Eryngium spp.,472,2agr,Oxysarcodexia varia,a,lc,Ene.11,
LLL201,Nothoscordum euosimum,2689,2agr,Dialictus sp.1,a,lc,Ene.11,
