day,analyst,sitecode,habitat,river,code,stigmaspecies,stigmatype,pollenfamily,pollenspecies,origin,origin2,quantity,nstigmas,meanpollen,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1162,Epilobium hirsutum,dry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,20,3,6.666666667,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1163,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,183,3,61,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1163,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,88,3,29.33333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1163,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,16,3,5.333333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1164,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,186,3,62,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1164,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,131,3,43.66666667,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1165,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,292,3,97.33333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1165,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,6,3,2,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1165,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,4,3,1.333333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1166,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,474,3,158,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1166,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,46,3,15.33333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1166,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,5,3,1.666666667,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1166,Epilobium hirsutum,dry,Fabaceae,Fabaceae,heterospecific,heterospecific,2,3,0.666666667,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1166,Epilobium hirsutum,dry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,1,3,0.333333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1167,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,384,3,128,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1167,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,9,3,3,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1167,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,2,3,0.666666667,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1167,Epilobium hirsutum,dry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,4,3,1.333333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1168,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,121,3,40.33333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1168,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,181,3,60.33333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1168,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,13,3,4.333333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1169,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,165,3,55,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1169,Epilobium hirsutum,dry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,28,3,9.333333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1169,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,4,3,1.333333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1169,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,7,3,2.333333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1170,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,239,3,79.66666667,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1170,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,223,3,74.33333333,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1170,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,5,3,1.666666667,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1171,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,144,3,48,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1171,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,12,3,4,,,,,,
23/01/14,Mark,15,non-invaded,brislington,1171,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,4,3,1.333333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1172,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,188,3,62.66666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1172,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,117,3,39,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1172,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,39,3,13,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1172,Epilobium hirsutum,dry,Asteraceae,Asteraceae 3,heterospecific,heterospecific,6,3,2,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1173,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,488,3,162.6666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1173,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,19,3,6.333333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1173,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,39,3,13,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1173,Epilobium hirsutum,dry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,1,3,0.333333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1173,Epilobium hirsutum,dry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1174,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,844,3,281.3333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1174,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,44,3,14.66666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1174,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,14,3,4.666666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1175,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,1496,3,498.6666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1175,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,28,3,9.333333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1175,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,1,3,0.333333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1176,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,81,2,40.5,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1176,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,11,2,5.5,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1176,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,1,2,0.5,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1177,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,208,2,104,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1177,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,10,2,5,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1178,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,228,2,114,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1178,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,58,2,29,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1178,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,3,2,1.5,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1179,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,680,2,340,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1179,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,17,2,8.5,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1179,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,12,2,6,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1179,Epilobium hirsutum,dry,Asteraceae,Asteraceae 3,heterospecific,heterospecific,3,2,1.5,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1180,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,1206,3,402,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1180,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,17,3,5.666666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1180,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,4,3,1.333333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1181,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,188,3,62.66666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1181,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,7,3,2.333333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1181,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,9,3,3,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1182,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,100,3,33.33333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1182,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,29,3,9.666666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1182,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,7,3,2.333333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1183,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,743,3,247.6666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1183,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,27,3,9,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1183,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,70,3,23.33333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1183,Epilobium hirsutum,dry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,1,3,0.333333333,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1184,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,845,3,281.6666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1184,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,27,3,9,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1184,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,2,3,0.666666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1185,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,401,3,133.6666667,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1185,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,60,3,20,,,,,,
24/01/14,Mark,15,non-invaded,brislington,1185,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,7,3,2.333333333,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1186,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,480,3,160,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1186,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,27,3,9,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1186,Epilobium hirsutum,dry,ni,m6,heterospecific,heterospecific,16,3,5.333333333,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1186,Epilobium hirsutum,dry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1187,Cirsium arvense,semidry,ni,m6,heterospecific,heterospecific,78,3,26,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1188,Cirsium arvense,semidry,ni,m6,heterospecific,heterospecific,49,3,16.33333333,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1189,Cirsium arvense,semidry,ni,m6,heterospecific,heterospecific,45,3,15,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1189,Cirsium arvense,semidry,ni,m23,heterospecific,heterospecific,7,3,2.333333333,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1189,Cirsium arvense,semidry,ni,m14,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1190,Calystegia sepium,dry,Convolvulaceae,Calystegia sepium,conspecific,conspecific,71,3,23.66666667,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1190,Calystegia sepium,dry,ni,m6,heterospecific,heterospecific,6,1,6,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1191,Calystegia sepium,dry,Convolvulaceae,Calystegia sepium,conspecific,conspecific,69,1,69,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1191,Calystegia sepium,dry,ni,m6,heterospecific,heterospecific,6,1,6,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1192,Calystegia sepium,dry,Convolvulaceae,Calystegia sepium,conspecific,conspecific,9,1,9,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1193,Cirsium arvense,semidry,ni,m6,heterospecific,heterospecific,16,3,5.333333333,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1194,Cirsium arvense,semidry,Asteraceae,Cirsium arvense,conspecific,conspecific,9,3,3,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1194,Cirsium arvense,semidry,ni,m6,heterospecific,heterospecific,74,3,24.66666667,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1194,Cirsium arvense,semidry,ni,m23,heterospecific,heterospecific,6,3,2,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1195,Cirsium arvense,semidry,Asteraceae,Cirsium arvense,conspecific,conspecific,12,2,6,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1195,Cirsium arvense,semidry,ni,m6,heterospecific,heterospecific,39,2,19.5,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1195,Cirsium arvense,semidry,Onagraceae,Epilobium hirsutum,heterospecific,heterospecific,4,2,2,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1195,Cirsium arvense,semidry,ni,m23,heterospecific,heterospecific,6,2,3,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1196,Cirsium arvense,semidry,ni,m6,heterospecific,heterospecific,3,3,1,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1197,Clematis vitalba,dry,Ranunculaceae,Clematis vitalba,conspecific,conspecific,140,3,46.66666667,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1198,Stachys sylvatica,dry,Lamiaceae,Stachys sylvatica,conspecific,conspecific,42,3,14,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1198,Stachys sylvatica,dry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,2,3,0.666666667,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1199,Stachys sylvatica,dry,Lamiaceae,Stachys sylvatica,conspecific,conspecific,25,3,8.333333333,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1199,Stachys sylvatica,dry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,3,3,1,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1200,Stachys sylvatica,dry,Lamiaceae,Stachys sylvatica,conspecific,conspecific,2,2,1,,,,,,
27/01/14,Mark,15,non-invaded,brislington,1201,Stachys sylvatica,dry,,,,,0,2,0,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1202,Bellis perennis,semidry,Asteraceae,Bellis perennis,conspecific,conspecific,251,2,125.5,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1203,Bellis perennis,semidry,Asteraceae,Bellis perennis,conspecific,conspecific,120,3,40,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1204,Bellis perennis,semidry,Asteraceae,Bellis perennis,conspecific,conspecific,247,3,82.33333333,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1204,Bellis perennis,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,3,3,1,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1205,Stachys sylvatica,dry,Lamiaceae,Stachys sylvatica,conspecific,conspecific,1,2,0.5,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1205,Stachys sylvatica,dry,ni,m6,heterospecific,heterospecific,4,2,2,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1206,Stachys sylvatica,dry,,,,,0,1,0,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1207,Stachys sylvatica,dry,Lamiaceae,Stachys sylvatica,conspecific,conspecific,1,2,0.5,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1207,Stachys sylvatica,dry,ni,m6,heterospecific,heterospecific,9,2,4.5,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1208,Solanum dulcamara,wet,Solanaceae,Solanum dulcamara,conspecific,conspecific,1050,3,350,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1209,Geum urbanum,dry,Rosaceae,Geum urbanum,conspecific,conspecific,3,3,1,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1210,Stachys sylvatica,dry,Lamiaceae,Stachys sylvatica,conspecific,conspecific,1,1,1,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1211,Stachys sylvatica,dry,ni,m6,heterospecific,heterospecific,1,1,1,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1211,Stachys sylvatica,dry,Asteraceae,Sonchus asper,heterospecific,heterospecific,1,1,1,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1212,Stachys sylvatica,dry,Lamiaceae,Stachys sylvatica,conspecific,conspecific,2,1,2,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1213,Galium aparine,dry,Rubiaceae,Galium aparine,conspecific,conspecific,141,3,47,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1214,Galium aparine,dry,Rubiaceae,Galium aparine,conspecific,conspecific,14,3,4.666666667,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1215,Galium aparine,dry,Rubiaceae,Galium aparine,conspecific,conspecific,116,3,38.66666667,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1216,Taraxacum officinale,semidry,Asteraceae,Taraxacum officinale,conspecific,conspecific,2007,3,669,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1217,Taraxacum officinale,semidry,Asteraceae,Taraxacum officinale,conspecific,conspecific,101,3,33.66666667,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1217,Taraxacum officinale,semidry,ni,M21,heterospecific,heterospecific,16,3,5.333333333,,,,,,
28/01/14,Mark,15,non-invaded,brislington,1217,Taraxacum officinale,semidry,ni,m6,heterospecific,heterospecific,6,3,2,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1218,Taraxacum officinale,semidry,Asteraceae,Taraxacum officinale,conspecific,conspecific,956,3,318.6666667,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1218,Taraxacum officinale,semidry,Asteraceae,Arctium,heterospecific,heterospecific,33,3,11,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1218,Taraxacum officinale,semidry,ni,m6,heterospecific,heterospecific,1,3,0.333333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1218,Taraxacum officinale,semidry,ni,M1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1219,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,311,3,103.6666667,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1219,Trifolium pratense,wet,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,43,3,14.33333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1219,Trifolium pratense,wet,Asteraceae,Arctium,heterospecific,heterospecific,9,3,3,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1219,Trifolium pratense,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,1,3,0.333333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1220,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,456,3,152,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1220,Trifolium pratense,wet,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,2,3,0.666666667,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1221,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,182,3,60.66666667,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1221,Trifolium pratense,wet,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,6,3,2,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1222,Galium aparine,dry,Rubiaceae,Galium aparine,conspecific,conspecific,10,3,3.333333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1223,Galium aparine,dry,Rubiaceae,Galium aparine,conspecific,conspecific,100,3,33.33333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1224,Rubus fruticosus,dry,Rosaceae,Rubus fruticosus,conspecific,conspecific,12,3,4,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1225,Rubus fruticosus,dry,Rosaceae,Rubus fruticosus,conspecific,conspecific,104,3,34.66666667,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1226,Rubus fruticosus,dry,Rosaceae,Rubus fruticosus,conspecific,conspecific,12,3,4,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1227,Rubus sp1,dry,Rosaceae,Rubus sp1,conspecific,conspecific,244,3,81.33333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1228,Rubus sp1,dry,Rosaceae,Rubus sp1,conspecific,conspecific,124,3,41.33333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1229,Rubus sp1,dry,Rosaceae,Rubus sp1,conspecific,conspecific,62,3,20.66666667,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1229,Rubus sp1,dry,Asteraceae,Asteraceae 3,heterospecific,heterospecific,1,3,0.333333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1230,Trifolium repens,wet,Fabaceae,Trifolium repens,conspecific,conspecific,123,3,41,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1231,Trifolium repens,wet,Fabaceae,Trifolium repens,conspecific,conspecific,156,3,52,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1232,Trifolium repens,wet,Fabaceae,Trifolium repens,conspecific,conspecific,110,3,36.66666667,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1233,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,339,3,113,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1233,Ranunculus repens,dry,Onagraceae,Epilobium hirsutum,heterospecific,heterospecific,4,3,1.333333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1233,Ranunculus repens,dry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,8,3,2.666666667,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1233,Ranunculus repens,dry,Asteraceae,Asteraceae 3,heterospecific,heterospecific,3,3,1,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1234,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,76,3,25.33333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1235,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,122,3,40.66666667,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1236,Lamium album,dry,Lamiaceae,Lamium album,conspecific,conspecific,16,3,5.333333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1237,Lamium album,dry,Lamiaceae,Lamium album,conspecific,conspecific,34,3,11.33333333,,,,,,
29/01/14,Mark,15,non-invaded,brislington,1238,Lamium album,dry,Lamiaceae,Lamium album,conspecific,conspecific,21,3,7,,,,,,
30/01/14,Mark,15,non-invaded,brislington,1239,Prunella vulgaris,dry,Lamiaceae,Prunella vulgaris,conspecific,conspecific,99,3,33,,,,,,
30/01/14,Mark,15,non-invaded,brislington,1239,Prunella vulgaris,dry,ni,m6,heterospecific,heterospecific,6,3,2,,,,,,
30/01/14,Mark,15,non-invaded,brislington,1239,Prunella vulgaris,dry,Asteraceae,Asteraceae 3,heterospecific,heterospecific,6,3,2,,,,,,
30/01/14,Mark,15,non-invaded,brislington,1240,Prunella vulgaris,dry,Lamiaceae,Prunella vulgaris,conspecific,conspecific,194,3,64.66666667,,,,,,
27/01/14,Carine,16,invaded,brislington,1241,Bellis perennis,semidry,Asteraceae,Bellis perennis,conspecific,conspecific,54,3,18,,,,,,
27/01/14,Carine,16,invaded,brislington,1241,Bellis perennis,semidry,Rosaceae,ni,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/01/14,Carine,16,invaded,brislington,1242,Bellis perennis,semidry,Asteraceae,Bellis perennis,conspecific,conspecific,234,3,78,,,,,,
27/01/14,Carine,16,invaded,brislington,1242,Bellis perennis,semidry,Rosaceae,ni,heterospecific,heterospecific,2,3,0.666666667,,,,,,
27/01/14,Carine,16,invaded,brislington,1242,Bellis perennis,semidry,ni,M1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/01/14,Carine,16,invaded,brislington,1243,Bellis perennis,semidry,Asteraceae,Bellis perennis,conspecific,conspecific,199,3,66.33333333,,,,,,
27/01/14,Carine,16,invaded,brislington,1243,Bellis perennis,semidry,Rosaceae,ni,heterospecific,heterospecific,3,3,1,,,,,,
27/01/14,Carine,16,invaded,brislington,1243,Bellis perennis,semidry,ni,M11,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/01/14,Carine,16,invaded,brislington,1244,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,552,3,184,,,,,,
27/01/14,Carine,16,invaded,brislington,1244,Epilobium hirsutum,dry,ni,M23,heterospecific,heterospecific,41,3,13.66666667,,,,,,
27/01/14,Carine,16,invaded,brislington,1244,Epilobium hirsutum,dry,Asteraceae,Cirsium type,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/01/14,Carine,16,invaded,brislington,1245,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,591,3,197,,,,,,
27/01/14,Carine,16,invaded,brislington,1245,Epilobium hirsutum,dry,ni,M23,heterospecific,heterospecific,53,3,17.66666667,,,,,,
27/01/14,Carine,16,invaded,brislington,1245,Epilobium hirsutum,dry,ni,M6,heterospecific,heterospecific,5,3,1.666666667,,,,,,
28/01/14,Carine,16,invaded,brislington,1246,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,297,3,99,,,,,,
28/01/14,Carine,16,invaded,brislington,1246,Epilobium hirsutum,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,4,3,1.333333333,,,,,,
28/01/14,Carine,16,invaded,brislington,1246,Epilobium hirsutum,dry,ni,m23,heterospecific,heterospecific,33,3,11,,,,,,
28/01/14,Carine,16,invaded,brislington,1246,Epilobium hirsutum,dry,Ranunculaceae,ni,heterospecific,heterospecific,44,3,14.66666667,,,,,,
